customer_id,first_loan_id,first_loan_date,second_loan_id,second_loan_date,daydate_180,inactive_flag,acquisition_channel,risk_tier_at_signup,income_band,age_band,region
8591,4154,2025-06-07,NULL,NULL,2025-12-04,1,paid_search,B,40-70k,35-44,Other
8592,6499,2025-11-14,NULL,NULL,2026-05-13,NULL,paid_search,B,70-110k,55+,NJ
8600,5417,2025-09-20,NULL,NULL,2026-03-19,NULL,organic,A,40-70k,35-44,Other
8601,4997,2025-09-13,NULL,NULL,2026-03-12,NULL,paid_search,B,70-110k,35-44,NY
8602,5095,2025-09-18,NULL,NULL,2026-03-17,NULL,organic,B,40-70k,25-34,NJ
8604,6025,2025-11-26,NULL,NULL,2026-05-25,NULL,paid_search,B,40-70k,35-44,NJ
8606,4186,2025-06-10,8233,2025-08-28,2025-12-07,0,referral,A,70-110k,25-34,NJ
8607,6103,2025-11-09,NULL,NULL,2026-05-08,NULL,referral,A,70-110k,35-44,Other
8619,6731,2025-12-25,NULL,NULL,2026-06-23,NULL,organic,A,70-110k,35-44,NY
8622,5263,2025-09-14,NULL,NULL,2026-03-13,NULL,paid_search,B,70-110k,35-44,Other
8624,5433,2025-09-11,NULL,NULL,2026-03-10,NULL,partnership,A,40-70k,18-24,Other
8626,4893,2025-08-11,NULL,NULL,2026-02-07,NULL,partnership,A,40-70k,35-44,Other
8629,4023,2025-06-17,NULL,NULL,2025-12-14,1,referral,A,70-110k,25-34,NJ
8635,4003,2025-06-16,8234,2025-10-06,2025-12-13,0,partnership,A,110k+,35-44,Other
8637,5017,2025-09-04,NULL,NULL,2026-03-03,NULL,organic,A,40-70k,25-34,NY
8639,4067,2025-06-16,NULL,NULL,2025-12-13,1,organic,A,70-110k,35-44,Other
8640,7088,2025-12-22,NULL,NULL,2026-06-20,NULL,referral,A,110k+,55+,Other
8652,4723,2025-08-18,NULL,NULL,2026-02-14,NULL,partnership,A,40-70k,35-44,NJ
8654,5366,2025-09-06,NULL,NULL,2026-03-05,NULL,paid_search,B,70-110k,45-54,Other
8656,4319,2025-07-16,NULL,NULL,2026-01-12,NULL,affiliate,B,40-70k,35-44,NY
8657,6270,2025-11-24,NULL,NULL,2026-05-23,NULL,organic,B,110k+,25-34,Other
8659,5297,2025-09-24,NULL,NULL,2026-03-23,NULL,paid_search,A,70-110k,35-44,NY
8661,5444,2025-09-23,NULL,NULL,2026-03-22,NULL,paid_search,A,40-70k,25-34,NJ
8662,4151,2025-06-21,NULL,NULL,2025-12-18,1,partnership,B,40-70k,25-34,NJ
8664,5222,2025-09-05,NULL,NULL,2026-03-04,NULL,affiliate,B,70-110k,45-54,Other
8675,4270,2025-07-12,NULL,NULL,2026-01-08,NULL,organic,B,70-110k,18-24,NJ
8678,4022,2025-06-23,NULL,NULL,2025-12-20,1,referral,B,70-110k,18-24,Other
8683,4515,2025-07-29,NULL,NULL,2026-01-25,NULL,affiliate,A,110k+,45-54,Other
8688,5405,2025-09-02,NULL,NULL,2026-03-01,NULL,affiliate,B,40-70k,25-34,NY
8691,4170,2025-06-28,NULL,NULL,2025-12-25,1,affiliate,B,<40k,45-54,Other
8693,6134,2025-11-15,NULL,NULL,2026-05-14,NULL,affiliate,A,40-70k,35-44,Other
8695,4849,2025-08-15,NULL,NULL,2026-02-11,NULL,organic,B,40-70k,35-44,NJ
8696,5865,2025-10-01,NULL,NULL,2026-03-30,NULL,affiliate,A,40-70k,35-44,NJ
8699,4611,2025-08-28,NULL,NULL,2026-02-24,NULL,referral,A,70-110k,35-44,Other
8701,3843,2025-06-17,NULL,NULL,2025-12-14,1,organic,A,70-110k,55+,NJ
8706,5660,2025-10-08,NULL,NULL,2026-04-06,NULL,paid_search,A,110k+,25-34,NY
8712,5140,2025-09-09,NULL,NULL,2026-03-08,NULL,paid_search,A,70-110k,45-54,NY
8714,5110,2025-09-09,NULL,NULL,2026-03-08,NULL,organic,A,40-70k,25-34,NY
8716,4465,2025-07-04,NULL,NULL,2025-12-31,1,paid_search,A,70-110k,35-44,Other
8725,5204,2025-09-16,NULL,NULL,2026-03-15,NULL,paid_search,A,110k+,25-34,Other
8726,5355,2025-09-17,NULL,NULL,2026-03-16,NULL,paid_search,A,70-110k,45-54,NJ
8727,4638,2025-08-10,NULL,NULL,2026-02-06,NULL,organic,A,40-70k,18-24,Other
8731,4256,2025-07-17,NULL,NULL,2026-01-13,NULL,organic,B,40-70k,55+,Other
8737,5424,2025-09-14,NULL,NULL,2026-03-13,NULL,organic,B,70-110k,45-54,NY
8743,4472,2025-07-22,NULL,NULL,2026-01-18,NULL,affiliate,A,<40k,55+,NJ
8745,4007,2025-06-24,8235,2025-10-02,2025-12-21,0,paid_search,A,70-110k,35-44,NY
8746,6609,2025-12-10,NULL,NULL,2026-06-08,NULL,partnership,A,40-70k,35-44,Other
8750,5555,2025-10-05,NULL,NULL,2026-04-03,NULL,partnership,B,40-70k,45-54,Other
8753,6292,2025-11-03,NULL,NULL,2026-05-02,NULL,organic,B,<40k,18-24,Other
8759,6505,2025-11-18,NULL,NULL,2026-05-17,NULL,paid_search,B,40-70k,25-34,Other
8761,4735,2025-08-23,NULL,NULL,2026-02-19,NULL,referral,C,70-110k,18-24,Other
8765,5044,2025-09-19,NULL,NULL,2026-03-18,NULL,organic,B,70-110k,25-34,Other
8767,5924,2025-10-06,NULL,NULL,2026-04-04,NULL,paid_search,A,70-110k,55+,Other
8776,6683,2025-12-16,NULL,NULL,2026-06-14,NULL,organic,A,<40k,25-34,Other
8778,5632,2025-10-21,NULL,NULL,2026-04-19,NULL,paid_search,A,70-110k,35-44,Other
8783,7143,2025-12-13,NULL,NULL,2026-06-11,NULL,paid_search,C,40-70k,55+,NY
8789,4731,2025-08-03,NULL,NULL,2026-01-30,NULL,organic,A,<40k,35-44,NY
8791,4785,2025-08-16,NULL,NULL,2026-02-12,NULL,referral,B,70-110k,35-44,NJ
8793,6055,2025-11-28,NULL,NULL,2026-05-27,NULL,organic,B,110k+,18-24,NY
8795,5062,2025-09-23,NULL,NULL,2026-03-22,NULL,paid_search,B,40-70k,25-34,Other
8801,6257,2025-11-19,NULL,NULL,2026-05-18,NULL,organic,A,40-70k,45-54,Other
8808,5938,2025-10-17,NULL,NULL,2026-04-15,NULL,organic,C,40-70k,25-34,Other
8811,6626,2025-12-23,NULL,NULL,2026-06-21,NULL,paid_search,A,40-70k,18-24,NY
8812,4934,2025-08-27,NULL,NULL,2026-02-23,NULL,paid_search,B,70-110k,25-34,Other
8813,4488,2025-07-26,NULL,NULL,2026-01-22,NULL,referral,A,70-110k,25-34,NY
8814,4593,2025-08-31,NULL,NULL,2026-02-27,NULL,organic,A,40-70k,55+,NY
8817,3885,2025-06-28,NULL,NULL,2025-12-25,1,affiliate,A,70-110k,18-24,NY
8818,4888,2025-08-24,NULL,NULL,2026-02-20,NULL,organic,A,<40k,55+,NJ
8821,4569,2025-07-22,NULL,NULL,2026-01-18,NULL,referral,B,70-110k,35-44,NY
8825,6164,2025-11-15,NULL,NULL,2026-05-14,NULL,organic,A,70-110k,55+,NJ
8826,4967,2025-08-04,NULL,NULL,2026-01-31,NULL,affiliate,A,70-110k,45-54,NY
8827,6312,2025-11-15,NULL,NULL,2026-05-14,NULL,partnership,C,70-110k,25-34,Other
8829,3916,2025-06-16,NULL,NULL,2025-12-13,1,organic,B,70-110k,35-44,Other
8834,6623,2025-12-07,NULL,NULL,2026-06-05,NULL,paid_search,A,40-70k,35-44,NJ
8836,4454,2025-07-28,NULL,NULL,2026-01-24,NULL,organic,B,40-70k,25-34,NY
8839,3996,2025-06-08,NULL,NULL,2025-12-05,1,paid_search,A,<40k,18-24,NY
8843,6100,2025-11-02,NULL,NULL,2026-05-01,NULL,organic,A,<40k,55+,Other
8844,7037,2025-12-31,NULL,NULL,2026-06-29,NULL,partnership,B,<40k,25-34,NY
8849,4230,2025-07-04,NULL,NULL,2025-12-31,1,partnership,A,40-70k,25-34,Other
8853,6031,2025-11-06,NULL,NULL,2026-05-05,NULL,paid_search,A,40-70k,25-34,Other
8859,5588,2025-10-22,NULL,NULL,2026-04-20,NULL,organic,A,<40k,35-44,Other
8875,6230,2025-11-17,NULL,NULL,2026-05-16,NULL,paid_search,B,<40k,18-24,NY
8877,6584,2025-12-08,NULL,NULL,2026-06-06,NULL,organic,B,70-110k,25-34,NY
8879,5314,2025-09-19,NULL,NULL,2026-03-18,NULL,partnership,A,70-110k,55+,Other
8881,5463,2025-10-20,NULL,NULL,2026-04-18,NULL,organic,B,40-70k,55+,NY
8885,5900,2025-10-01,NULL,NULL,2026-03-30,NULL,organic,A,40-70k,35-44,Other
8891,5053,2025-09-29,NULL,NULL,2026-03-28,NULL,partnership,B,<40k,25-34,NJ
8893,4215,2025-07-16,NULL,NULL,2026-01-12,NULL,organic,A,110k+,25-34,Other
8894,5873,2025-10-13,NULL,NULL,2026-04-11,NULL,referral,B,<40k,18-24,NY
8895,4750,2025-08-11,NULL,NULL,2026-02-07,NULL,referral,A,40-70k,45-54,NJ
8896,4922,2025-08-10,NULL,NULL,2026-02-06,NULL,affiliate,A,40-70k,55+,NY
8898,5490,2025-10-03,NULL,NULL,2026-04-01,NULL,partnership,A,70-110k,25-34,NY
8904,4871,2025-08-23,NULL,NULL,2026-02-19,NULL,organic,A,110k+,45-54,Other
8908,4129,2025-06-25,8236,2025-08-28,2025-12-22,0,organic,B,40-70k,18-24,Other
8912,7176,2025-12-16,NULL,NULL,2026-06-14,NULL,referral,A,40-70k,35-44,NY
8914,4295,2025-07-18,NULL,NULL,2026-01-14,NULL,paid_search,A,70-110k,25-34,NJ
8916,5208,2025-09-25,NULL,NULL,2026-03-24,NULL,referral,A,110k+,25-34,NY
8920,4415,2025-07-05,NULL,NULL,2026-01-01,NULL,paid_search,A,40-70k,55+,Other
8923,4167,2025-06-02,NULL,NULL,2025-11-29,1,organic,A,70-110k,25-34,Other
8929,4169,2025-06-01,8237,2025-09-15,2025-11-28,0,organic,A,110k+,45-54,NY
8936,4246,2025-07-01,NULL,NULL,2025-12-28,1,paid_search,C,<40k,25-34,Other
8939,5216,2025-09-14,NULL,NULL,2026-03-13,NULL,organic,A,110k+,45-54,NY
8952,6518,2025-11-22,NULL,NULL,2026-05-21,NULL,organic,A,110k+,35-44,NJ
8956,6560,2025-12-25,NULL,NULL,2026-06-23,NULL,paid_search,B,<40k,35-44,Other
8957,4410,2025-07-28,NULL,NULL,2026-01-24,NULL,organic,C,70-110k,35-44,NY
8974,4787,2025-08-03,NULL,NULL,2026-01-30,NULL,paid_search,B,70-110k,35-44,Other
8975,5096,2025-09-09,NULL,NULL,2026-03-08,NULL,paid_search,C,40-70k,45-54,NY
8978,4209,2025-07-07,NULL,NULL,2026-01-03,NULL,paid_search,A,110k+,25-34,Other
8980,4095,2025-06-25,NULL,NULL,2025-12-22,1,organic,B,<40k,45-54,Other
8984,3921,2025-06-17,8238,2025-08-12,2025-12-14,0,organic,A,40-70k,35-44,NY
8988,5662,2025-10-24,NULL,NULL,2026-04-22,NULL,organic,B,70-110k,25-34,NY
8996,6007,2025-11-06,NULL,NULL,2026-05-05,NULL,partnership,A,40-70k,18-24,NJ
8997,3955,2025-06-27,NULL,NULL,2025-12-24,1,paid_search,B,70-110k,25-34,Other
9000,4863,2025-08-09,NULL,NULL,2026-02-05,NULL,partnership,A,<40k,35-44,Other
9001,6400,2025-11-14,NULL,NULL,2026-05-13,NULL,referral,A,<40k,45-54,Other
9002,4008,2025-06-24,NULL,NULL,2025-12-21,1,referral,A,40-70k,18-24,Other
9005,4755,2025-08-18,NULL,NULL,2026-02-14,NULL,referral,B,40-70k,18-24,Other
9008,6841,2025-12-13,NULL,NULL,2026-06-11,NULL,paid_search,A,70-110k,25-34,Other
9009,6433,2025-11-13,NULL,NULL,2026-05-12,NULL,affiliate,A,40-70k,25-34,Other
9027,6962,2025-12-17,NULL,NULL,2026-06-15,NULL,paid_search,C,<40k,25-34,NY
9028,5565,2025-10-25,NULL,NULL,2026-04-23,NULL,organic,A,110k+,45-54,NY
9030,5699,2025-10-22,NULL,NULL,2026-04-20,NULL,organic,A,110k+,45-54,NY
9031,5129,2025-09-10,NULL,NULL,2026-03-09,NULL,partnership,A,<40k,25-34,Other
9032,5783,2025-10-13,NULL,NULL,2026-04-11,NULL,affiliate,B,70-110k,45-54,NY
9050,3896,2025-06-01,NULL,NULL,2025-11-28,1,organic,B,40-70k,25-34,Other
9051,5733,2025-10-27,NULL,NULL,2026-04-25,NULL,affiliate,C,70-110k,18-24,NY
9055,3971,2025-06-19,NULL,NULL,2025-12-16,1,organic,A,110k+,25-34,NJ
9056,6472,2025-11-22,NULL,NULL,2026-05-21,NULL,paid_search,A,<40k,35-44,Other
9059,6961,2025-12-30,NULL,NULL,2026-06-28,NULL,organic,B,40-70k,35-44,Other
9063,6898,2025-12-04,NULL,NULL,2026-06-02,NULL,affiliate,C,<40k,45-54,Other
9067,5648,2025-10-21,NULL,NULL,2026-04-19,NULL,paid_search,A,110k+,35-44,NY
9070,4212,2025-07-12,NULL,NULL,2026-01-08,NULL,partnership,B,40-70k,25-34,Other
9081,5716,2025-10-01,NULL,NULL,2026-03-30,NULL,referral,C,<40k,18-24,NY
9082,4315,2025-07-24,NULL,NULL,2026-01-20,NULL,partnership,A,40-70k,25-34,NY
9085,6498,2025-11-17,NULL,NULL,2026-05-16,NULL,organic,A,40-70k,25-34,Other
9087,4337,2025-07-13,NULL,NULL,2026-01-09,NULL,referral,A,40-70k,25-34,NJ
9090,5130,2025-09-26,NULL,NULL,2026-03-25,NULL,paid_search,B,70-110k,35-44,Other
9092,5669,2025-10-08,NULL,NULL,2026-04-06,NULL,referral,B,40-70k,25-34,NY
9096,4424,2025-07-03,8239,2025-12-05,2025-12-30,0,paid_search,A,70-110k,55+,NJ
9098,6512,2025-11-15,NULL,NULL,2026-05-14,NULL,affiliate,A,110k+,25-34,NJ
9102,4555,2025-07-29,NULL,NULL,2026-01-25,NULL,partnership,A,70-110k,55+,NY
9106,6753,2025-12-23,NULL,NULL,2026-06-21,NULL,referral,A,110k+,18-24,Other
9107,6950,2025-12-11,NULL,NULL,2026-06-09,NULL,paid_search,B,40-70k,45-54,NY
9109,4492,2025-07-28,NULL,NULL,2026-01-24,NULL,organic,A,40-70k,35-44,Other
9112,5361,2025-09-29,NULL,NULL,2026-03-28,NULL,affiliate,A,40-70k,25-34,NY
9118,4051,2025-06-02,NULL,NULL,2025-11-29,1,organic,A,70-110k,25-34,NY
9124,5631,2025-10-04,NULL,NULL,2026-04-02,NULL,partnership,B,70-110k,18-24,NY
9127,5932,2025-10-12,NULL,NULL,2026-04-10,NULL,referral,A,40-70k,35-44,Other
9128,3933,2025-06-15,NULL,NULL,2025-12-12,1,referral,B,40-70k,35-44,NJ
9134,7127,2025-12-20,NULL,NULL,2026-06-18,NULL,organic,A,70-110k,25-34,Other
9141,6156,2025-11-16,NULL,NULL,2026-05-15,NULL,partnership,B,<40k,45-54,NY
9143,7039,2025-12-27,NULL,NULL,2026-06-25,NULL,paid_search,A,<40k,25-34,Other
9153,4481,2025-07-16,NULL,NULL,2026-01-12,NULL,partnership,A,110k+,35-44,NJ
9157,5104,2025-09-03,NULL,NULL,2026-03-02,NULL,organic,A,70-110k,18-24,NJ
9161,5450,2025-09-07,NULL,NULL,2026-03-06,NULL,organic,A,70-110k,55+,NJ
9170,7040,2025-12-06,NULL,NULL,2026-06-04,NULL,organic,A,110k+,25-34,Other
9171,4467,2025-07-03,8240,2025-09-01,2025-12-30,0,partnership,A,70-110k,35-44,Other
9181,5675,2025-10-01,NULL,NULL,2026-03-30,NULL,paid_search,A,110k+,18-24,NY
9183,4722,2025-08-19,NULL,NULL,2026-02-15,NULL,paid_search,A,110k+,55+,NJ
9184,5156,2025-09-03,NULL,NULL,2026-03-02,NULL,affiliate,A,70-110k,25-34,NJ
9185,4272,2025-07-03,8241,2025-09-16,2025-12-30,0,referral,A,40-70k,25-34,NY
9187,6263,2025-11-26,NULL,NULL,2026-05-25,NULL,organic,B,70-110k,45-54,NY
9192,4580,2025-07-08,NULL,NULL,2026-01-04,NULL,paid_search,A,<40k,25-34,NY
9197,4713,2025-08-30,NULL,NULL,2026-02-26,NULL,paid_search,A,40-70k,55+,NY
9198,4563,2025-07-27,NULL,NULL,2026-01-23,NULL,organic,A,110k+,35-44,Other
9202,5168,2025-09-10,NULL,NULL,2026-03-09,NULL,affiliate,C,<40k,25-34,NJ
9204,4931,2025-08-29,NULL,NULL,2026-02-25,NULL,paid_search,A,110k+,45-54,Other
9210,5671,2025-10-15,NULL,NULL,2026-04-13,NULL,organic,A,110k+,35-44,Other
9212,5709,2025-10-16,NULL,NULL,2026-04-14,NULL,organic,C,40-70k,25-34,NY
9214,6084,2025-11-09,NULL,NULL,2026-05-08,NULL,affiliate,A,40-70k,18-24,NJ
9215,4681,2025-08-30,NULL,NULL,2026-02-26,NULL,affiliate,B,110k+,35-44,Other
9232,5146,2025-09-16,NULL,NULL,2026-03-15,NULL,paid_search,B,<40k,25-34,Other
9233,6746,2025-12-15,NULL,NULL,2026-06-13,NULL,organic,B,<40k,25-34,Other
9235,5814,2025-10-25,NULL,NULL,2026-04-23,NULL,paid_search,A,110k+,35-44,NY
9245,6366,2025-11-23,NULL,NULL,2026-05-22,NULL,paid_search,C,40-70k,45-54,Other
9255,4834,2025-08-15,NULL,NULL,2026-02-11,NULL,affiliate,A,70-110k,25-34,Other
9256,4326,2025-07-01,NULL,NULL,2025-12-28,1,referral,A,110k+,25-34,Other
9261,5853,2025-10-12,NULL,NULL,2026-04-10,NULL,referral,A,70-110k,55+,Other
9262,5102,2025-09-25,NULL,NULL,2026-03-24,NULL,paid_search,A,70-110k,45-54,NY
9264,6268,2025-11-08,NULL,NULL,2026-05-07,NULL,organic,B,40-70k,55+,Other
9265,4928,2025-08-01,NULL,NULL,2026-01-28,NULL,paid_search,C,40-70k,35-44,NJ
9277,6311,2025-11-15,NULL,NULL,2026-05-14,NULL,referral,C,70-110k,35-44,Other
9281,6277,2025-11-14,NULL,NULL,2026-05-13,NULL,partnership,A,70-110k,18-24,NY
9284,6127,2025-11-28,NULL,NULL,2026-05-27,NULL,paid_search,C,<40k,25-34,Other
9286,5441,2025-09-10,NULL,NULL,2026-03-09,NULL,affiliate,B,70-110k,25-34,Other
9296,6030,2025-11-02,NULL,NULL,2026-05-01,NULL,affiliate,A,70-110k,45-54,NY
9298,5020,2025-09-06,NULL,NULL,2026-03-05,NULL,organic,A,70-110k,25-34,Other
9301,6918,2025-12-22,NULL,NULL,2026-06-20,NULL,affiliate,A,70-110k,55+,Other
9305,4238,2025-07-19,NULL,NULL,2026-01-15,NULL,affiliate,B,110k+,25-34,Other
9312,5999,2025-11-06,NULL,NULL,2026-05-05,NULL,paid_search,A,70-110k,25-34,Other
9315,5621,2025-10-30,NULL,NULL,2026-04-28,NULL,organic,A,40-70k,45-54,Other
9318,6018,2025-11-20,NULL,NULL,2026-05-19,NULL,partnership,B,40-70k,25-34,NJ
9325,5991,2025-11-21,NULL,NULL,2026-05-20,NULL,organic,A,40-70k,25-34,Other
9332,4285,2025-07-19,NULL,NULL,2026-01-15,NULL,paid_search,A,70-110k,25-34,NJ
9333,4274,2025-07-22,NULL,NULL,2026-01-18,NULL,organic,A,70-110k,45-54,Other
9342,5323,2025-09-26,NULL,NULL,2026-03-25,NULL,organic,A,110k+,35-44,Other
9351,5710,2025-10-09,NULL,NULL,2026-04-07,NULL,paid_search,A,40-70k,25-34,NY
9353,5674,2025-10-12,NULL,NULL,2026-04-10,NULL,organic,A,110k+,18-24,Other
9361,5693,2025-10-07,NULL,NULL,2026-04-05,NULL,paid_search,C,40-70k,25-34,NY
9370,5884,2025-10-21,NULL,NULL,2026-04-19,NULL,organic,A,110k+,25-34,NY
9374,4668,2025-08-16,NULL,NULL,2026-02-12,NULL,organic,A,70-110k,18-24,NY
9376,4433,2025-07-03,8242,2025-08-26,2025-12-30,0,referral,A,40-70k,55+,NY
9381,6695,2025-12-06,NULL,NULL,2026-06-04,NULL,organic,B,40-70k,35-44,Other
9382,7131,2025-12-19,NULL,NULL,2026-06-17,NULL,paid_search,C,40-70k,35-44,Other
9383,5647,2025-10-20,NULL,NULL,2026-04-18,NULL,referral,C,70-110k,55+,Other
9384,4540,2025-07-26,NULL,NULL,2026-01-22,NULL,organic,C,40-70k,55+,Other
9385,6998,2025-12-28,NULL,NULL,2026-06-26,NULL,affiliate,A,40-70k,35-44,NJ
9389,4581,2025-07-30,NULL,NULL,2026-01-26,NULL,organic,C,<40k,25-34,Other
9391,6730,2025-12-29,NULL,NULL,2026-06-27,NULL,organic,A,<40k,45-54,NY
9392,5848,2025-10-05,NULL,NULL,2026-04-03,NULL,organic,A,110k+,35-44,Other
9394,4876,2025-08-05,NULL,NULL,2026-02-01,NULL,affiliate,A,40-70k,45-54,Other
9404,4519,2025-07-26,NULL,NULL,2026-01-22,NULL,organic,B,40-70k,25-34,NJ
9406,6138,2025-11-03,NULL,NULL,2026-05-02,NULL,affiliate,A,110k+,25-34,NY
9409,5023,2025-09-29,NULL,NULL,2026-03-28,NULL,organic,B,40-70k,45-54,Other
9410,5133,2025-09-12,NULL,NULL,2026-03-11,NULL,referral,A,70-110k,25-34,NJ
9418,4271,2025-07-27,NULL,NULL,2026-01-23,NULL,referral,A,70-110k,25-34,NY
9419,4364,2025-07-05,NULL,NULL,2026-01-01,NULL,organic,A,110k+,18-24,NY
9421,6872,2025-12-11,NULL,NULL,2026-06-09,NULL,referral,A,40-70k,35-44,NJ
9424,4926,2025-08-09,NULL,NULL,2026-02-05,NULL,paid_search,B,<40k,55+,NY
9426,7073,2025-12-24,NULL,NULL,2026-06-22,NULL,organic,A,70-110k,25-34,NJ
9431,4693,2025-08-28,NULL,NULL,2026-02-24,NULL,partnership,C,40-70k,25-34,NY
9432,5966,2025-11-12,NULL,NULL,2026-05-11,NULL,affiliate,A,70-110k,55+,NY
9433,6431,2025-11-30,NULL,NULL,2026-05-29,NULL,referral,A,40-70k,25-34,NJ
9437,5955,2025-10-01,NULL,NULL,2026-03-30,NULL,paid_search,B,40-70k,35-44,NY
9442,7121,2025-12-28,NULL,NULL,2026-06-26,NULL,referral,A,70-110k,35-44,NY
9447,4867,2025-08-11,NULL,NULL,2026-02-07,NULL,referral,B,40-70k,18-24,NJ
9452,5013,2025-09-17,NULL,NULL,2026-03-16,NULL,affiliate,B,70-110k,25-34,Other
9453,7033,2025-12-14,NULL,NULL,2026-06-12,NULL,organic,A,70-110k,25-34,NY
9455,6388,2025-11-13,NULL,NULL,2026-05-12,NULL,affiliate,A,70-110k,35-44,Other
9457,4293,2025-07-02,8243,2025-08-03,2025-12-29,0,affiliate,C,40-70k,35-44,Other
9459,5233,2025-09-02,NULL,NULL,2026-03-01,NULL,organic,B,<40k,25-34,Other
9469,4589,2025-08-21,NULL,NULL,2026-02-17,NULL,organic,B,110k+,45-54,NY
9473,6527,2025-12-25,NULL,NULL,2026-06-23,NULL,paid_search,B,<40k,25-34,NY
9477,4333,2025-07-21,NULL,NULL,2026-01-17,NULL,partnership,A,70-110k,45-54,NY
9478,4945,2025-08-04,NULL,NULL,2026-01-31,NULL,affiliate,B,70-110k,25-34,NY
9484,6989,2025-12-21,NULL,NULL,2026-06-19,NULL,referral,B,70-110k,25-34,NJ
9488,6814,2025-12-01,NULL,NULL,2026-05-30,NULL,affiliate,B,70-110k,55+,Other
9490,4992,2025-09-25,NULL,NULL,2026-03-24,NULL,partnership,A,70-110k,18-24,Other
9492,4218,2025-07-27,NULL,NULL,2026-01-23,NULL,partnership,A,70-110k,25-34,NJ
9495,4253,2025-07-02,NULL,NULL,2025-12-29,1,affiliate,A,110k+,55+,Other
9501,5259,2025-09-02,NULL,NULL,2026-03-01,NULL,organic,B,40-70k,45-54,NY
9505,5550,2025-10-21,NULL,NULL,2026-04-19,NULL,paid_search,B,70-110k,45-54,NY
9507,6649,2025-12-25,NULL,NULL,2026-06-23,NULL,paid_search,A,70-110k,25-34,NJ
9509,5273,2025-09-14,NULL,NULL,2026-03-13,NULL,paid_search,A,40-70k,45-54,NY
9510,5012,2025-09-03,NULL,NULL,2026-03-02,NULL,paid_search,A,40-70k,25-34,NY
9515,5318,2025-09-03,NULL,NULL,2026-03-02,NULL,organic,B,40-70k,35-44,Other
9516,4557,2025-07-10,NULL,NULL,2026-01-06,NULL,paid_search,A,<40k,35-44,Other
9520,5885,2025-10-11,NULL,NULL,2026-04-09,NULL,referral,A,40-70k,25-34,Other
9525,5362,2025-09-24,NULL,NULL,2026-03-23,NULL,paid_search,A,40-70k,45-54,NY
9527,6357,2025-11-11,NULL,NULL,2026-05-10,NULL,affiliate,B,70-110k,55+,NY
9533,5712,2025-10-26,NULL,NULL,2026-04-24,NULL,affiliate,A,110k+,25-34,NY
9542,6677,2025-12-18,NULL,NULL,2026-06-16,NULL,paid_search,A,40-70k,25-34,NY
9554,5471,2025-10-12,NULL,NULL,2026-04-10,NULL,paid_search,B,<40k,35-44,NY
9556,4979,2025-08-18,NULL,NULL,2026-02-14,NULL,paid_search,B,70-110k,25-34,NY
9558,6072,2025-11-27,NULL,NULL,2026-05-26,NULL,organic,B,40-70k,18-24,NJ
9559,6453,2025-11-30,NULL,NULL,2026-05-29,NULL,referral,A,40-70k,25-34,NY
9561,6946,2025-12-07,NULL,NULL,2026-06-05,NULL,paid_search,A,110k+,55+,NY
9571,4795,2025-08-30,NULL,NULL,2026-02-26,NULL,affiliate,A,110k+,25-34,NY
9580,6719,2025-12-31,NULL,NULL,2026-06-29,NULL,paid_search,A,110k+,25-34,NJ
9581,6178,2025-11-04,NULL,NULL,2026-05-03,NULL,referral,B,<40k,45-54,Other
9584,5646,2025-10-16,NULL,NULL,2026-04-14,NULL,partnership,B,40-70k,25-34,Other
9594,4788,2025-08-01,NULL,NULL,2026-01-28,NULL,organic,A,70-110k,18-24,NY
9597,5541,2025-10-30,NULL,NULL,2026-04-28,NULL,partnership,A,<40k,25-34,Other
9599,5973,2025-11-26,NULL,NULL,2026-05-25,NULL,paid_search,B,110k+,35-44,NY
9602,6663,2025-12-21,NULL,NULL,2026-06-19,NULL,referral,A,70-110k,25-34,NY
9604,6144,2025-11-20,NULL,NULL,2026-05-19,NULL,organic,C,70-110k,45-54,Other
9612,5280,2025-09-13,NULL,NULL,2026-03-12,NULL,referral,A,70-110k,35-44,Other
9615,6158,2025-11-28,NULL,NULL,2026-05-27,NULL,paid_search,A,70-110k,25-34,NJ
9619,5047,2025-09-13,NULL,NULL,2026-03-12,NULL,paid_search,A,40-70k,25-34,Other
9621,6893,2025-12-18,NULL,NULL,2026-06-16,NULL,referral,A,40-70k,35-44,NJ
9623,4923,2025-08-28,NULL,NULL,2026-02-24,NULL,organic,A,<40k,25-34,Other
9624,5275,2025-09-19,NULL,NULL,2026-03-18,NULL,organic,A,40-70k,18-24,NY
9625,5499,2025-10-29,NULL,NULL,2026-04-27,NULL,paid_search,A,70-110k,45-54,NY
9632,6318,2025-11-22,NULL,NULL,2026-05-21,NULL,partnership,B,40-70k,35-44,Other
9633,4576,2025-07-28,NULL,NULL,2026-01-24,NULL,organic,D,40-70k,35-44,NY
9638,5819,2025-10-18,NULL,NULL,2026-04-16,NULL,affiliate,A,70-110k,25-34,NJ
9640,5253,2025-09-23,NULL,NULL,2026-03-22,NULL,affiliate,A,40-70k,25-34,Other
9649,5985,2025-11-25,NULL,NULL,2026-05-24,NULL,referral,A,70-110k,35-44,NY
9660,6716,2025-12-18,NULL,NULL,2026-06-16,NULL,affiliate,C,<40k,25-34,Other
9662,6376,2025-11-08,NULL,NULL,2026-05-07,NULL,referral,A,110k+,25-34,NJ
9665,5310,2025-09-12,NULL,NULL,2026-03-11,NULL,organic,A,40-70k,35-44,NY
